TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2010,8,16,0,0,32XX W 33RD AVE,Dunbar-Southlands,487139.1763,5454417.5704
Theft of Bicycle,2008,10,18,9,0,32XX W 33RD AVE,Dunbar-Southlands,487189.527,5454417.3755
Theft of Bicycle,2022,4,19,22,45,32XX W 34TH AVE,Dunbar-Southlands,487169.0322,5454300.0057
Theft of Bicycle,2020,7,21,22,0,32XX W 35TH AVE,Dunbar-Southlands,487083.2158,5454205.7859
Theft of Bicycle,2005,8,26,0,0,32XX W 37TH AVE,Dunbar-Southlands,487085.5322,5453996.003
Theft of Bicycle,2014,7,10,0,0,32XX W 37TH AVE,Dunbar-Southlands,487146.5801,5453986.5983
Theft of Bicycle,2009,6,29,7,0,32XX W 38TH AVE,Dunbar-Southlands,487037.5324,5453889.2751
Theft of Bicycle,2010,11,1,11,59,32XX W 38TH AVE,Dunbar-Southlands,487045.0725,5453880.0261
Theft of Bicycle,2013,8,31,16,0,32XX W 41ST AVE,Dunbar-Southlands,487066.0624,5453572.7463
Theft of Bicycle,2011,6,5,23,11,32XX W 41ST AVE,Dunbar-Southlands,487192.8095,5453571.0124
Theft of Bicycle,2020,6,3,22,0,32XX W 41ST AVE,Dunbar-Southlands,487193.8225,5453570.9937
Theft of Bicycle,2017,3,28,8,0,32XX W KING EDWARD AVE,Dunbar-Southlands,487101.1048,5455280.7699
Theft of Bicycle,2015,7,15,0,27,32XX W KING EDWARD AVE,Dunbar-Southlands,487204.0858,5455249.8875
Theft of Bicycle,2020,4,13,20,0,33XX COLLINGWOOD ST,Dunbar-Southlands,486773.7501,5456048.6458
Theft of Bicycle,2020,10,14,12,0,33XX DUNBAR ST,Dunbar-Southlands,486524.6415,5456057.3658
Theft of Bicycle,2017,7,3,9,30,33XX DUNBAR ST,Dunbar-Southlands,486533.8804,5456079.0453
Theft of Bicycle,2003,9,26,22,0,33XX W 21ST AVE,Dunbar-Southlands,486941.817,5455683.1758
Theft of Bicycle,2004,2,21,1,0,33XX W 21ST AVE,Dunbar-Southlands,486941.817,5455683.1758
Theft of Bicycle,2022,5,26,9,27,33XX W 23RD AVE,Dunbar-Southlands,486889.9967,5455482.3008
Theft of Bicycle,2003,8,20,13,30,33XX W 29TH AVE,Dunbar-Southlands,486923.0358,5454831.3981
Theft of Bicycle,2019,8,13,18,45,33XX W 40TH AVE,Dunbar-Southlands,486896.2601,5453676.7181
Theft of Bicycle,2011,8,17,19,30,33XX W 43RD AVE,Dunbar-Southlands,486978.436,5453351.7851
Theft of Bicycle,2012,5,10,20,0,33XX W KING EDWARD AVE,Dunbar-Southlands,486956.5191,5455252.5177
Theft of Bicycle,2020,6,20,18,30,34XX DUNBAR ST,Dunbar-Southlands,486523.8523,5455921.6461
Theft of Bicycle,2007,7,1,17,5,34XX W 19TH AVE,Dunbar-Southlands,486824.0039,5455886.6924
Theft of Bicycle,2019,8,4,18,0,34XX W 20TH AVE,Dunbar-Southlands,486807.0411,5455776.7481
Theft of Bicycle,2016,11,1,21,0,34XX W 20TH AVE,Dunbar-Southlands,486873.4825,5455785.0513
Theft of Bicycle,2010,9,9,20,0,34XX W 21ST AVE,Dunbar-Southlands,486810.5486,5455675.3211
Theft of Bicycle,2006,9,9,21,0,34XX W 22ND AVE,Dunbar-Southlands,486840.5864,5455575.6711
Theft of Bicycle,2014,3,17,1,0,34XX W 22ND AVE,Dunbar-Southlands,486840.5864,5455575.6711
Theft of Bicycle,2008,10,9,10,0,34XX W 22ND AVE,Dunbar-Southlands,486879.7703,5455585.0911
Theft of Bicycle,2011,5,29,12,3,34XX W 22ND AVE,Dunbar-Southlands,486882.0151,5455575.9627
Theft of Bicycle,2013,1,10,12,0,34XX W 26TH AVE,Dunbar-Southlands,486814.684,5455148.563
Theft of Bicycle,2011,12,20,1,0,34XX W 28TH AVE,Dunbar-Southlands,486812.3038,5454946.2408
Theft of Bicycle,2020,6,15,0,0,34XX W 29TH AVE,Dunbar-Southlands,486859.6496,5454831.8073
Theft of Bicycle,2010,5,6,8,0,34XX W 30TH AVE,Dunbar-Southlands,486802.6303,5454724.7069
Theft of Bicycle,2019,10,11,21,0,34XX W 30TH AVE,Dunbar-Southlands,486844.2432,5454724.5753
Theft of Bicycle,2022,4,23,9,45,34XX W 30TH AVE,Dunbar-Southlands,486848.9036,5454733.7047
Theft of Bicycle,2007,10,18,0,0,34XX W 34TH AVE,Dunbar-Southlands,486811.5323,5454303.3112
Theft of Bicycle,2007,4,6,17,0,34XX W 34TH AVE,Dunbar-Southlands,486866.3047,5454302.8143
Theft of Bicycle,2007,3,1,8,11,34XX W 35TH AVE,Dunbar-Southlands,486865.3141,5454198.3829
Theft of Bicycle,2020,7,1,1,0,34XX W 38TH AVE,Dunbar-Southlands,486767.9402,5453902.2369
Theft of Bicycle,2017,11,7,6,0,34XX W 41ST AVE,Dunbar-Southlands,486764.851,5453565.1906
Theft of Bicycle,2014,4,11,9,0,35XX MAYFAIR AVE,Dunbar-Southlands,486625.5695,5453809.997
Theft of Bicycle,2013,12,2,0,0,35XX PUGET DR,Dunbar-Southlands,487185.4569,5455865.3424
Theft of Bicycle,2007,5,23,16,0,35XX QUESNEL DR,Dunbar-Southlands,487124.7959,5455806.1547
Theft of Bicycle,2018,11,15,18,0,35XX W 17TH AVE,Dunbar-Southlands,486622.3206,5456076.2075
Theft of Bicycle,2020,3,25,12,0,35XX W 18TH AVE,Dunbar-Southlands,486549.7173,5455988.6551
Theft of Bicycle,2010,6,15,13,30,35XX W 19TH AVE,Dunbar-Southlands,486614.9673,5455887.4355
Theft of Bicycle,2018,8,4,17,0,35XX W 19TH AVE,Dunbar-Southlands,486651.7194,5455887.3091
Theft of Bicycle,2014,12,11,17,0,35XX W 19TH AVE,Dunbar-Southlands,486689.7681,5455878.0336
Theft of Bicycle,2019,10,16,15,30,35XX W 19TH AVE,Dunbar-Southlands,486702.3045,5455887.1349
Theft of Bicycle,2020,6,25,1,0,35XX W 20TH AVE,Dunbar-Southlands,486636.9955,5455788.0435
Theft of Bicycle,2009,9,2,1,41,35XX W 20TH AVE,Dunbar-Southlands,486649.4277,5455787.8866
Theft of Bicycle,2007,12,20,16,0,35XX W 20TH AVE,Dunbar-Southlands,486706.5827,5455787.164
Theft of Bicycle,2008,6,7,2,0,35XX W 20TH AVE,Dunbar-Southlands,486754.829,5455777.4092
Theft of Bicycle,2017,9,1,0,0,35XX W 22ND AVE,Dunbar-Southlands,486545.0952,5455577.1211
Theft of Bicycle,2011,6,17,4,30,35XX W 23RD AVE,Dunbar-Southlands,486540.7719,5455484.8052
Theft of Bicycle,2017,10,5,21,29,35XX W 23RD AVE,Dunbar-Southlands,486577.7988,5455475.3851
Theft of Bicycle,2014,8,5,19,0,35XX W 26TH AVE,Dunbar-Southlands,486546.7889,5455150.6596
Theft of Bicycle,2014,9,10,18,0,35XX W 26TH AVE,Dunbar-Southlands,486546.7889,5455150.6596
Theft of Bicycle,2020,7,18,0,0,35XX W 26TH AVE,Dunbar-Southlands,486624.322,5455150.143
Theft of Bicycle,2016,3,10,0,0,35XX W 28TH AVE,Dunbar-Southlands,486672.1742,5454948.0844
Theft of Bicycle,2020,5,25,0,1,35XX W 29TH AVE,Dunbar-Southlands,486604.3764,5454842.2479
Theft of Bicycle,2017,3,29,14,0,35XX W 30TH AVE,Dunbar-Southlands,486648.6963,5454735.87
Theft of Bicycle,2017,10,4,16,30,35XX W 30TH AVE,Dunbar-Southlands,486667.4359,5454735.5465
Theft of Bicycle,2011,10,21,0,0,35XX W 31ST AVE,Dunbar-Southlands,486537.9509,5454631.8173
Theft of Bicycle,2018,10,10,9,22,35XX W 32ND AVE,Dunbar-Southlands,486650.8579,5454516.0794
Theft of Bicycle,2018,11,10,11,0,35XX W 32ND AVE,Dunbar-Southlands,486664.8489,5454525.0848
Theft of Bicycle,2019,10,9,8,30,35XX W 33RD AVE,Dunbar-Southlands,486624.6039,5454410.7895
Theft of Bicycle,2010,10,15,13,0,35XX W 33RD AVE,Dunbar-Southlands,486694.6814,5454409.8255
Theft of Bicycle,2014,4,13,0,0,35XX W 34TH AVE,Dunbar-Southlands,486607.3805,5454305.0042
Theft of Bicycle,2008,6,11,22,0,35XX W 35TH AVE,Dunbar-Southlands,486694.5744,5454199.4249
Theft of Bicycle,2006,4,24,23,0,35XX W 37TH AVE,Dunbar-Southlands,486575.0589,5453989.8956
Theft of Bicycle,2010,9,20,23,0,35XX W 37TH AVE,Dunbar-Southlands,486583.7137,5453999.0938
Theft of Bicycle,2022,11,7,23,37,35XX W 39TH AVE,Dunbar-Southlands,486543.0624,5453761.2274
Theft of Bicycle,2009,10,11,13,30,35XX W 41ST AVE,Dunbar-Southlands,486661.6329,5453574.8045
Theft of Bicycle,2020,4,5,10,0,35XX W 41ST AVE,Dunbar-Southlands,486661.6329,5453574.8045
Theft of Bicycle,2022,3,7,17,0,35XX W 41ST AVE,Dunbar-Southlands,486661.6329,5453574.8045
Theft of Bicycle,2022,8,21,21,0,35XX W 42ND AVE,Dunbar-Southlands,486609.3135,5453467.9707
Theft of Bicycle,2017,5,11,16,0,35XX W 42ND AVE,Dunbar-Southlands,486618.5789,5453458.856
Theft of Bicycle,2018,1,10,17,0,35XX W 42ND AVE,Dunbar-Southlands,486618.5789,5453458.856
Theft of Bicycle,2017,6,25,5,0,35XX W 42ND AVE,Dunbar-Southlands,486632.4298,5453458.9043
Theft of Bicycle,2012,12,1,0,0,35XX W 43RD AVE,Dunbar-Southlands,486690.8432,5453362.2923
Theft of Bicycle,2011,9,5,13,0,35XX W KING EDWARD AVE,Dunbar-Southlands,486659.2945,5455283.8284
Theft of Bicycle,2009,9,30,21,0,35XX W KING EDWARD AVE,Dunbar-Southlands,486663.6121,5455283.8147
Theft of Bicycle,2021,11,9,8,0,36XX BLENHEIM ST,Dunbar-Southlands,487002.2414,5455741.3584
Theft of Bicycle,2014,3,31,23,30,36XX DUNBAR ST,Dunbar-Southlands,486522.4451,5455761.0271
Theft of Bicycle,2020,9,3,12,0,36XX DUNBAR ST,Dunbar-Southlands,486530.4749,5455704.4438
Theft of Bicycle,2017,8,16,20,42,36XX W 16TH AVE,Dunbar-Southlands,486481.9527,5456132.3294
Theft of Bicycle,2015,5,25,10,0,36XX W 16TH AVE,Dunbar-Southlands,486526.1328,5456131.2646
Theft of Bicycle,2006,12,24,0,0,36XX W 17TH AVE,Dunbar-Southlands,486431.1296,5456079.8886
Theft of Bicycle,2015,8,28,0,0,36XX W 17TH AVE,Dunbar-Southlands,486471.1223,5456078.8858
Theft of Bicycle,2017,10,8,0,0,36XX W 17TH AVE,Dunbar-Southlands,486471.9481,5456078.8652
Theft of Bicycle,2020,7,16,22,0,36XX W 17TH AVE,Dunbar-Southlands,486480.138,5456087.8067
Theft of Bicycle,2004,4,16,14,0,36XX W 17TH AVE,Dunbar-Southlands,486484.6824,5456087.6927
Theft of Bicycle,2004,8,28,17,0,36XX W 17TH AVE,Dunbar-Southlands,486484.6824,5456087.6927
Theft of Bicycle,2014,8,19,18,0,36XX W 18TH AVE,Dunbar-Southlands,486508.8782,5455988.904
Theft of Bicycle,2006,8,7,11,37,36XX W 19TH AVE,Dunbar-Southlands,486429.6706,5455878.9118
Theft of Bicycle,2003,11,6,15,30,36XX W 19TH AVE,Dunbar-Southlands,486496.5788,5455878.6936
Theft of Bicycle,2021,6,18,18,30,36XX W 20TH AVE,Dunbar-Southlands,486490.7685,5455789.8097
Theft of Bicycle,2019,6,20,17,29,36XX W 22ND AVE,Dunbar-Southlands,486426.074,5455578.1756
Theft of Bicycle,2018,6,4,15,0,36XX W 22ND AVE,Dunbar-Southlands,486480.4254,5455577.6954
Theft of Bicycle,2003,3,11,20,0,36XX W 26TH AVE,Dunbar-Southlands,486444.1916,5455160.4451
Theft of Bicycle,2014,4,5,23,53,36XX W 26TH AVE,Dunbar-Southlands,486491.9528,5455160.1529
Theft of Bicycle,2012,7,26,18,0,36XX W 28TH AVE,Dunbar-Southlands,486435.5217,5454940.6921
Theft of Bicycle,2009,9,8,21,0,36XX W 28TH AVE,Dunbar-Southlands,486437.5879,5454949.8195
Theft of Bicycle,2018,2,1,17,15,36XX W 28TH AVE,Dunbar-Southlands,486486.3205,5454940.2758
Theft of Bicycle,2016,8,20,0,0,36XX W 29TH AVE,Dunbar-Southlands,486475.1151,5454833.5974
Theft of Bicycle,2003,4,6,16,0,36XX W 38TH AVE,Dunbar-Southlands,486429.5626,5453879.6709
Theft of Bicycle,2007,8,13,21,30,36XX W 38TH AVE,Dunbar-Southlands,486495.8374,5453879.0674
Theft of Bicycle,2005,9,17,6,0,36XX W 38TH AVE,Dunbar-Southlands,486503.6344,5453878.9964
Theft of Bicycle,2020,7,31,9,36,37XX QUESNEL DR,Dunbar-Southlands,487190.0861,5455638.3039
Theft of Bicycle,2021,5,24,16,0,37XX QUESNEL DR,Dunbar-Southlands,487227.3682,5455598.754
Theft of Bicycle,2004,9,10,7,0,37XX W 16TH AVE,Dunbar-Southlands,486337.8133,5456135.8181
Theft of Bicycle,2004,12,17,17,0,37XX W 16TH AVE,Dunbar-Southlands,486337.8133,5456135.8181
Theft of Bicycle,2013,10,19,22,0,37XX W 19TH AVE,Dunbar-Southlands,486404.8487,5455888.1368
Theft of Bicycle,2007,11,8,9,0,37XX W 20TH AVE,Dunbar-Southlands,486344.94,5455791.3261
Theft of Bicycle,2011,11,17,18,0,37XX W 22ND AVE,Dunbar-Southlands,486363.813,5455587.8699
Theft of Bicycle,2009,8,26,21,0,37XX W 22ND AVE,Dunbar-Southlands,486415.2425,5455587.4156
Theft of Bicycle,2020,4,18,12,0,37XX W 29TH AVE,Dunbar-Southlands,486315.0258,5454834.8113
Theft of Bicycle,2016,8,3,0,1,37XX W 30TH AVE,Dunbar-Southlands,486366.7513,5454739.0842
Theft of Bicycle,2016,2,22,20,25,37XX W 30TH AVE,Dunbar-Southlands,486397.0282,5454729.7491
Theft of Bicycle,2006,10,12,0,0,37XX W 30TH AVE,Dunbar-Southlands,486406.5077,5454729.6893
Theft of Bicycle,2005,8,10,1,10,37XX W 33RD AVE,Dunbar-Southlands,486354.0161,5454413.9178
Theft of Bicycle,2018,9,13,19,0,37XX W 37TH AVE,Dunbar-Southlands,486313.8396,5454000.125
Theft of Bicycle,2014,6,6,16,0,37XX W 38TH AVE,Dunbar-Southlands,486332.0998,5453880.5582
Theft of Bicycle,2017,8,17,17,0,37XX W 39TH AVE,Dunbar-Southlands,486349.8027,5453752.5207
Theft of Bicycle,2016,9,14,21,0,37XX W 41ST AVE,Dunbar-Southlands,486388.4452,5453577.378
Theft of Bicycle,2012,9,5,0,0,37XX W KING EDWARD AVE,Dunbar-Southlands,486357.3065,5455256.7049
Theft of Bicycle,2019,7,20,8,24,37XX W KING EDWARD AVE,Dunbar-Southlands,486382.5164,5455256.7578
Theft of Bicycle,2022,4,3,21,0,38XX DUNBAR ST,Dunbar-Southlands,486528.8604,5455489.223
Theft of Bicycle,2005,6,10,11,20,38XX DUNBAR ST,Dunbar-Southlands,486529.2758,5455576.7785
Theft of Bicycle,2020,4,12,14,45,38XX W 16TH AVE,Dunbar-Southlands,486178.0989,5456140.4941
Theft of Bicycle,2010,7,13,21,0,38XX W 16TH AVE,Dunbar-Southlands,486242.8877,5456138.5555
Theft of Bicycle,2021,10,23,12,0,38XX W 17TH AVE,Dunbar-Southlands,486169.8395,5456086.3554
Theft of Bicycle,2019,9,20,8,0,38XX W 17TH AVE,Dunbar-Southlands,486200.9328,5456085.5934
Theft of Bicycle,2004,8,13,3,0,38XX W 17TH AVE,Dunbar-Southlands,486231.4472,5456084.8455
Theft of Bicycle,2004,2,20,9,0,38XX W 18TH AVE,Dunbar-Southlands,486133.933,5455992.1111
Theft of Bicycle,2008,8,24,16,0,38XX W 18TH AVE,Dunbar-Southlands,486145.093,5455992.0035
Theft of Bicycle,2013,7,17,0,0,38XX W 18TH AVE,Dunbar-Southlands,486234.3732,5455991.1428
Theft of Bicycle,2010,6,17,15,0,38XX W 18TH AVE,Dunbar-Southlands,486308.6852,5455981.282
Theft of Bicycle,2007,10,24,22,0,38XX W 19TH AVE,Dunbar-Southlands,486162.7895,5455890.1461
Theft of Bicycle,2009,6,9,0,0,38XX W 19TH AVE,Dunbar-Southlands,486292.8104,5455879.5547
Theft of Bicycle,2009,8,19,16,0,38XX W 20TH AVE,Dunbar-Southlands,486133.7782,5455791.5967
Theft of Bicycle,2011,5,29,16,0,38XX W 21ST AVE,Dunbar-Southlands,486283.7703,5455689.303
Theft of Bicycle,2009,6,20,11,0,38XX W 22ND AVE,Dunbar-Southlands,486152.7418,5455589.6256
Theft of Bicycle,2003,10,5,12,0,38XX W 22ND AVE,Dunbar-Southlands,486171.3245,5455589.4739
Theft of Bicycle,2019,11,8,12,0,38XX W 24TH AVE,Dunbar-Southlands,486302.8245,5455378.6503
Theft of Bicycle,2003,10,30,15,0,38XX W 26TH AVE,Dunbar-Southlands,486193.2824,5455152.8499
Theft of Bicycle,2014,11,16,17,0,38XX W 27TH AVE,Dunbar-Southlands,486162.5587,5455057.9331
Theft of Bicycle,2009,8,22,3,0,38XX W 27TH AVE,Dunbar-Southlands,486251.5334,5455057.1712
Theft of Bicycle,2013,3,3,2,0,38XX W 27TH AVE,Dunbar-Southlands,486299.6498,5455047.6147
Theft of Bicycle,2013,11,24,15,0,38XX W 29TH AVE,Dunbar-Southlands,486120.2368,5454836.5884
Theft of Bicycle,2014,9,11,8,30,38XX W 29TH AVE,Dunbar-Southlands,486205.5841,5454844.9595
Theft of Bicycle,2014,9,25,12,0,38XX W 29TH AVE,Dunbar-Southlands,486205.5841,5454844.9595
Theft of Bicycle,2022,11,15,20,0,38XX W 30TH AVE,Dunbar-Southlands,486150.8581,5454740.688
Theft of Bicycle,2003,10,4,13,0,38XX W 30TH AVE,Dunbar-Southlands,486205.497,5454740.2571
Theft of Bicycle,2009,8,13,14,0,38XX W 30TH AVE,Dunbar-Southlands,486212.9593,5454740.1988
Theft of Bicycle,2009,7,24,22,30,38XX W 31ST AVE,Dunbar-Southlands,486244.582,5454633.4866
Theft of Bicycle,2018,9,20,14,40,38XX W 35TH AVE,Dunbar-Southlands,486111.3453,5454204.0116
Theft of Bicycle,2006,4,12,10,0,38XX W 35TH AVE,Dunbar-Southlands,486270.4507,5454211.5697
Theft of Bicycle,2020,9,13,11,0,38XX W 36TH AVE,Dunbar-Southlands,486151.7249,5454096.766
Theft of Bicycle,2012,1,25,11,0,38XX W 38TH AVE,Dunbar-Southlands,486161.4824,5453882.1301
Theft of Bicycle,2020,7,17,22,0,38XX W 39TH AVE,Dunbar-Southlands,486117.4941,5453762.21
Theft of Bicycle,2017,10,22,11,0,38XX W KING EDWARD AVE,Dunbar-Southlands,486123.7857,5455288.8971
Theft of Bicycle,2019,11,13,10,0,38XX W KING EDWARD AVE,Dunbar-Southlands,486170.041,5455257.9274
Theft of Bicycle,2017,11,14,13,16,38XX W KING EDWARD AVE,Dunbar-Southlands,486298.5692,5455256.74
Theft of Bicycle,2016,8,4,16,20,39XX DUNBAR ST,Dunbar-Southlands,486527.8111,5455402.5382
Theft of Bicycle,2017,6,21,23,0,39XX DUNBAR ST,Dunbar-Southlands,486528.6809,5455469.7205
Theft of Bicycle,2004,9,10,13,30,39XX W 16TH AVE,Dunbar-Southlands,486087.3048,5456143.0596
Theft of Bicycle,2005,5,5,12,35,39XX W 17TH AVE,Dunbar-Southlands,486029.1917,5456089.8423
Theft of Bicycle,2003,8,25,22,0,39XX W 17TH AVE,Dunbar-Southlands,486069.9638,5456088.8246
Theft of Bicycle,2013,2,25,9,0,39XX W 18TH AVE,Dunbar-Southlands,486054.4339,5455992.8407
Theft of Bicycle,2015,6,7,20,0,39XX W 18TH AVE,Dunbar-Southlands,486058.0546,5455983.6636
Theft of Bicycle,2010,10,27,21,30,39XX W 19TH AVE,Dunbar-Southlands,486012.8748,5455891.754
Theft of Bicycle,2020,10,12,7,30,39XX W 20TH AVE,Dunbar-Southlands,485989.4266,5455784.3779
Theft of Bicycle,2004,7,13,15,0,39XX W 20TH AVE,Dunbar-Southlands,486013.0241,5455793.1648
Theft of Bicycle,2003,8,7,22,0,39XX W 20TH AVE,Dunbar-Southlands,486031.5359,5455783.7386
Theft of Bicycle,2007,8,1,0,0,39XX W 20TH AVE,Dunbar-Southlands,486083.7574,5455782.9456
Theft of Bicycle,2003,10,25,9,30,39XX W 21ST AVE,Dunbar-Southlands,485933.8649,5455692.5592
Theft of Bicycle,2014,1,23,17,3,39XX W 22ND AVE,Dunbar-Southlands,485951.5421,5455591.4681
Theft of Bicycle,2019,11,8,16,0,39XX W 23RD AVE,Dunbar-Southlands,485943.0156,5455483.419
Theft of Bicycle,2006,3,4,18,0,39XX W 23RD AVE,Dunbar-Southlands,486083.6787,5455489.0479
Theft of Bicycle,2006,6,11,14,0,39XX W 33RD AVE,Dunbar-Southlands,486089.6739,5454427.9964
Theft of Bicycle,2004,7,9,0,0,39XX W 37TH AVE,Dunbar-Southlands,485991.4536,5453994.8969
Theft of Bicycle,2016,6,1,7,40,39XX W 37TH AVE,Dunbar-Southlands,486020.8033,5453994.3175
Theft of Bicycle,2020,6,15,3,45,39XX W 38TH AVE,Dunbar-Southlands,486017.0717,5453883.3955
Theft of Bicycle,2019,10,23,22,48,39XX W 38TH AVE,Dunbar-Southlands,486090.2369,5453882.7802
Theft of Bicycle,2013,6,14,8,40,40XX BLENHEIM ST,Dunbar-Southlands,486996.8628,5455323.0202
Theft of Bicycle,2018,7,4,0,0,40XX BLENHEIM ST,Dunbar-Southlands,487005.8039,5455316.5518
Theft of Bicycle,2006,1,30,16,45,40XX DUNBAR ST,Dunbar-Southlands,486527.5031,5455376.2018
Theft of Bicycle,2004,8,20,22,0,40XX QUESNEL DR,Dunbar-Southlands,487429.5578,5455352.6506
Theft of Bicycle,2016,1,31,14,0,40XX SW MARINE DR,Dunbar-Southlands,485879.0687,5453468.0361
Theft of Bicycle,2011,7,5,12,30,40XX W 16TH AVE,Dunbar-Southlands,485663.6675,5456155.474
Theft of Bicycle,2012,9,15,10,30,40XX W 17TH AVE,Dunbar-Southlands,485828.5104,5456094.8383
Theft of Bicycle,2010,4,13,10,0,40XX W 18TH AVE,Dunbar-Southlands,485713.0086,5455995.9196
Theft of Bicycle,2007,1,14,12,0,40XX W 18TH AVE,Dunbar-Southlands,485736.7884,5455986.5613
Theft of Bicycle,2014,6,27,22,30,40XX W 18TH AVE,Dunbar-Southlands,485736.7884,5455986.5613
Theft of Bicycle,2010,5,24,18,30,40XX W 19TH AVE,Dunbar-Southlands,485776.4254,5455885.1845
Theft of Bicycle,2003,6,10,11,0,40XX W 20TH AVE,Dunbar-Southlands,485820.1643,5455795.3956
Theft of Bicycle,2016,1,24,20,0,40XX W 21ST AVE,Dunbar-Southlands,485830.7212,5455693.4377
Theft of Bicycle,2003,10,4,12,0,40XX W 27TH AVE,Dunbar-Southlands,485809.8793,5455051.937
Theft of Bicycle,2008,6,20,4,30,40XX W 27TH AVE,Dunbar-Southlands,485814.106,5455061.0448
Theft of Bicycle,2010,3,15,18,0,40XX W 28TH AVE,Dunbar-Southlands,485838.0793,5454945.8368
Theft of Bicycle,2020,10,21,20,30,40XX W 29TH AVE,Dunbar-Southlands,485795.5953,5454849.5655
Theft of Bicycle,2020,8,7,21,0,40XX W 29TH AVE,Dunbar-Southlands,485821.5896,5454840.1716
Theft of Bicycle,2020,9,30,11,0,40XX W 30TH AVE,Dunbar-Southlands,485806.3429,5454734.4415
Theft of Bicycle,2011,7,27,21,0,40XX W 32ND AVE,Dunbar-Southlands,485734.7217,5454532.9025
Theft of Bicycle,2008,7,15,19,20,40XX W 32ND AVE,Dunbar-Southlands,485859.3224,5454531.9867
Theft of Bicycle,2006,7,8,14,0,40XX W 32ND AVE,Dunbar-Southlands,485863.4085,5454522.8124
Theft of Bicycle,2016,10,23,19,0,40XX W 33RD AVE,Dunbar-Southlands,485887.6708,5454428.1582
Theft of Bicycle,2014,7,12,21,0,40XX W 34TH AVE,Dunbar-Southlands,485878.5153,5454311.9147
Theft of Bicycle,2006,1,30,23,30,40XX W 35TH AVE,Dunbar-Southlands,485808.2014,5454209.2262
Theft of Bicycle,2008,8,27,21,30,40XX W 35TH AVE,Dunbar-Southlands,485808.2014,5454209.2262
Theft of Bicycle,2010,10,4,22,30,40XX W 35TH AVE,Dunbar-Southlands,485841.2626,5454208.8757
Theft of Bicycle,2012,12,3,17,32,40XX W 37TH AVE,Dunbar-Southlands,485755.3918,5453998.0474
Theft of Bicycle,2008,12,2,20,10,40XX W 38TH AVE,Dunbar-Southlands,485690.8671,5453886.3455
Theft of Bicycle,2021,7,13,10,30,40XX W 39TH AVE,Dunbar-Southlands,485852.6459,5453765.0248
Theft of Bicycle,2013,7,14,13,0,41XX BLENHEIM ST,Dunbar-Southlands,487005.4747,5455222.3113
Theft of Bicycle,2020,10,11,15,30,41XX HIGHBURY ST,Dunbar-Southlands,486316.0839,5455168.4753
Theft of Bicycle,2006,5,30,8,40,41XX W 16TH AVE,Dunbar-Southlands,485637.873,5456156.1508
Theft of Bicycle,2008,10,26,10,43,41XX W 16TH AVE,Dunbar-Southlands,485637.873,5456156.1508
Theft of Bicycle,2015,12,15,8,45,41XX W 16TH AVE,Dunbar-Southlands,485637.873,5456156.1508
Theft of Bicycle,2018,6,4,9,0,41XX W 16TH AVE,Dunbar-Southlands,485642.0295,5456156.0422
Theft of Bicycle,2004,9,30,9,0,41XX W 29TH AVE,Dunbar-Southlands,485437.6433,5454925.9748
Theft of Bicycle,2015,6,24,8,15,41XX W 29TH AVE,Dunbar-Southlands,485437.6433,5454925.9748
Theft of Bicycle,2015,10,5,8,30,41XX W 29TH AVE,Dunbar-Southlands,485437.6433,5454925.9748
Theft of Bicycle,2017,6,27,22,0,41XX W 29TH AVE,Dunbar-Southlands,485679.3702,5454850.728
Theft of Bicycle,2020,7,7,18,45,42XX CARNARVON ST,Dunbar-Southlands,487418.9043,5455106.4083
Theft of Bicycle,2019,10,15,9,20,42XX CARNARVON ST,Dunbar-Southlands,487419.0976,5455132.3012
Theft of Bicycle,2020,4,10,12,35,42XX DUNBAR ST,Dunbar-Southlands,486516.3973,5455130.9113
Theft of Bicycle,2004,7,9,10,30,42XX DUNBAR ST,Dunbar-Southlands,486516.442,5455132.8445
Theft of Bicycle,2006,1,24,17,20,42XX DUNBAR ST,Dunbar-Southlands,486516.442,5455132.8445
Theft of Bicycle,2013,7,24,18,15,42XX DUNBAR ST,Dunbar-Southlands,486516.442,5455132.8445
Theft of Bicycle,2017,3,11,21,52,42XX DUNBAR ST,Dunbar-Southlands,486516.4442,5455132.9432
Theft of Bicycle,2018,10,6,17,30,42XX DUNBAR ST,Dunbar-Southlands,486516.4442,5455132.9432
Theft of Bicycle,2019,10,11,14,0,42XX DUNBAR ST,Dunbar-Southlands,486526.072,5455153.7512
Theft of Bicycle,2004,7,17,12,0,43XX COLLINGWOOD ST,Dunbar-Southlands,486766.1998,5454965.2732
Theft of Bicycle,2003,5,6,20,30,44XX ALMA ST,Dunbar-Southlands,486403.6126,5454940.1759
Theft of Bicycle,2020,8,1,17,0,44XX BLENHEIM ST,Dunbar-Southlands,486997.821,5454916.5998
Theft of Bicycle,2004,4,11,11,30,44XX CHALDECOTT ST,Dunbar-Southlands,486013.0135,5454915.8209
Theft of Bicycle,2007,11,17,19,45,44XX DUNBAR ST,Dunbar-Southlands,486521.2291,5454939.2801
Theft of Bicycle,2020,11,15,15,0,44XX WALLACE ST,Dunbar-Southlands,486111.4962,5454905.9981
